,date,states,outcomes,cases_total,cases_percent,cases_increase,cases_7d_change,testing_total,testing_percent,testing_increase,testing_7d_change
204,2020-08-15,56,"{'hospitalized': {'currently': {'value': 44922, 'calculated': {'population_percent': 0.0136, 'change_from_prior_day': -946, 'seven_day_change_percent': -10.3, 'seven_day_average': 47501}}, 'in_icu': {'currently': {'value': 9087, 'calculated': {'population_percent': 0.0027, 'change_from_prior_day': -190, 'seven_day_change_percent': -6, 'seven_day_average': 9294}}}, 'on_ventilator': {'currently': {'value': 2526, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -29, 'seven_day_change_percent': -1.6, 'seven_day_average': 2531}}}}, 'death': {'total': {'value': 161470, 'calculated': {'population_percent': 0.0488, 'change_from_prior_day': 1227, 'seven_day_change_percent': 4.9, 'seven_day_average': 157789}}}}",5320368.0,1.6084,56046.0,7.4,73264876,22.1483,893080.0,9.0
205,2020-08-14,56,"{'hospitalized': {'currently': {'value': 45868, 'calculated': {'population_percent': 0.0139, 'change_from_prior_day': -1435, 'seven_day_change_percent': -10.6, 'seven_day_average': 48237}}, 'in_icu': {'currently': {'value': 9277, 'calculated': {'population_percent': 0.0028, 'change_from_prior_day': -203, 'seven_day_change_percent': -4.3, 'seven_day_average': 9376}}}, 'on_ventilator': {'currently': {'value': 2555, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -19, 'seven_day_change_percent': -2.8, 'seven_day_average': 2536}}}}, 'death': {'total': {'value': 160243, 'calculated': {'population_percent': 0.0484, 'change_from_prior_day': 1226, 'seven_day_change_percent': 4.8, 'seven_day_average': 156717}}}}",5264322.0,1.5914,57101.0,7.5,72371796,21.8783,990725.0,8.9
206,2020-08-13,56,"{'hospitalized': {'currently': {'value': 47303, 'calculated': {'population_percent': 0.0143, 'change_from_prior_day': -764, 'seven_day_change_percent': -11.1, 'seven_day_average': 49017}}, 'in_icu': {'currently': {'value': 9480, 'calculated': {'population_percent': 0.0029, 'change_from_prior_day': -84, 'seven_day_change_percent': -5.2, 'seven_day_average': 9436}}}, 'on_ventilator': {'currently': {'value': 2574, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -28, 'seven_day_change_percent': -5.2, 'seven_day_average': 2547}}}}, 'death': {'total': {'value': 159017, 'calculated': {'population_percent': 0.0481, 'change_from_prior_day': 1163, 'seven_day_change_percent': 4.9, 'seven_day_average': 155665}}}}",5207221.0,1.5742,51763.0,7.6,71381071,21.5788,954412.0,8.9
207,2020-08-12,56,"{'hospitalized': {'currently': {'value': 48067, 'calculated': {'population_percent': 0.0145, 'change_from_prior_day': -533, 'seven_day_change_percent': -10, 'seven_day_average': 49862}}, 'in_icu': {'currently': {'value': 9564, 'calculated': {'population_percent': 0.0029, 'change_from_prior_day': 429, 'seven_day_change_percent': -4.2, 'seven_day_average': 9510}}}, 'on_ventilator': {'currently': {'value': 2602, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 180, 'seven_day_change_percent': -4.4, 'seven_day_average': 2567}}}}, 'death': {'total': {'value': 157854, 'calculated': {'population_percent': 0.0477, 'change_from_prior_day': 1517, 'seven_day_change_percent': 5, 'seven_day_average': 154600}}}}",5155458.0,1.5585,56186.0,7.8,70426659,21.2903,813796.0,8.9
208,2020-08-11,56,"{'hospitalized': {'currently': {'value': 48600, 'calculated': {'population_percent': 0.0147, 'change_from_prior_day': -151, 'seven_day_change_percent': -9.1, 'seven_day_average': 50629}}, 'in_icu': {'currently': {'value': 9135, 'calculated': {'population_percent': 0.0028, 'change_from_prior_day': -74, 'seven_day_change_percent': -10.5, 'seven_day_average': 9571}}}, 'on_ventilator': {'currently': {'value': 2422, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': -107, 'seven_day_change_percent': -10.3, 'seven_day_average': 2584}}}}, 'death': {'total': {'value': 156337, 'calculated': {'population_percent': 0.0473, 'change_from_prior_day': 1320, 'seven_day_change_percent': 5, 'seven_day_average': 153523}}}}",5099272.0,1.5415,54935.0,7.8,69612863,21.0442,845183.0,9.0
209,2020-08-10,56,"{'hospitalized': {'currently': {'value': 48751, 'calculated': {'population_percent': 0.0147, 'change_from_prior_day': -246, 'seven_day_change_percent': -8.9, 'seven_day_average': 51319}}, 'in_icu': {'currently': {'value': 9209, 'calculated': {'population_percent': 0.0028, 'change_from_prior_day': -98, 'seven_day_change_percent': -10, 'seven_day_average': 9724}}}, 'on_ventilator': {'currently': {'value': 2529, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 22, 'seven_day_change_percent': -5.1, 'seven_day_average': 2624}}}}, 'death': {'total': {'value': 155017, 'calculated': {'population_percent': 0.0469, 'change_from_prior_day': 430, 'seven_day_change_percent': 4.9, 'seven_day_average': 152469}}}}",5044337.0,1.5249,41370.0,7.8,68767680,20.7887,741379.0,9.0
210,2020-08-09,56,"{'hospitalized': {'currently': {'value': 48997, 'calculated': {'population_percent': 0.0148, 'change_from_prior_day': -1074, 'seven_day_change_percent': -9.4, 'seven_day_average': 52000}}, 'in_icu': {'currently': {'value': 9307, 'calculated': {'population_percent': 0.0028, 'change_from_prior_day': -355, 'seven_day_change_percent': -10.6, 'seven_day_average': 9870}}}, 'on_ventilator': {'currently': {'value': 2507, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -59, 'seven_day_change_percent': -5.2, 'seven_day_average': 2643}}}}, 'death': {'total': {'value': 154587, 'calculated': {'population_percent': 0.0467, 'change_from_prior_day': 621, 'seven_day_change_percent': 5, 'seven_day_average': 151427}}}}",5002967.0,1.5124,50766.0,7.9,68026301,20.5646,803537.0,9.1
211,2020-08-08,56,"{'hospitalized': {'currently': {'value': 50071, 'calculated': {'population_percent': 0.0151, 'change_from_prior_day': -1256, 'seven_day_change_percent': -8.2, 'seven_day_average': 52730}}, 'in_icu': {'currently': {'value': 9662, 'calculated': {'population_percent': 0.0029, 'change_from_prior_day': -36, 'seven_day_change_percent': -7.5, 'seven_day_average': 10028}}}, 'on_ventilator': {'currently': {'value': 2566, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -62, 'seven_day_change_percent': -4.9, 'seven_day_average': 2663}}}}, 'death': {'total': {'value': 153966, 'calculated': {'population_percent': 0.0465, 'change_from_prior_day': 1086, 'seven_day_change_percent': 4.9, 'seven_day_average': 150372}}}}",4952201.0,1.4971,53529.0,8.0,67222764,20.3217,789814.0,9.2
212,2020-08-07,56,"{'hospitalized': {'currently': {'value': 51327, 'calculated': {'population_percent': 0.0155, 'change_from_prior_day': -1892, 'seven_day_change_percent': -7.9, 'seven_day_average': 53371}}, 'in_icu': {'currently': {'value': 9698, 'calculated': {'population_percent': 0.0029, 'change_from_prior_day': -298, 'seven_day_change_percent': -7.4, 'seven_day_average': 10141}}}, 'on_ventilator': {'currently': {'value': 2628, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -86, 'seven_day_change_percent': -2.7, 'seven_day_average': 2682}}}}, 'death': {'total': {'value': 152880, 'calculated': {'population_percent': 0.0462, 'change_from_prior_day': 1323, 'seven_day_change_percent': 5.1, 'seven_day_average': 149335}}}}",4898672.0,1.4809,60823.0,8.3,66432950,20.0829,890426.0,9.4
213,2020-08-06,56,"{'hospitalized': {'currently': {'value': 53219, 'calculated': {'population_percent': 0.0161, 'change_from_prior_day': -216, 'seven_day_change_percent': -5.9, 'seven_day_average': 53998}}, 'in_icu': {'currently': {'value': 9996, 'calculated': {'population_percent': 0.003, 'change_from_prior_day': 8, 'seven_day_change_percent': -5, 'seven_day_average': 10252}}}, 'on_ventilator': {'currently': {'value': 2714, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -7, 'seven_day_change_percent': -1.7, 'seven_day_average': 2692}}}}, 'death': {'total': {'value': 151557, 'calculated': {'population_percent': 0.0458, 'change_from_prior_day': 1241, 'seven_day_change_percent': 5.1, 'seven_day_average': 148282}}}}",4837849.0,1.4625,54048.0,8.6,65542524,19.8138,848687.0,9.7
214,2020-08-05,56,"{'hospitalized': {'currently': {'value': 53435, 'calculated': {'population_percent': 0.0162, 'change_from_prior_day': -1, 'seven_day_change_percent': -6.9, 'seven_day_average': 54477}}, 'in_icu': {'currently': {'value': 9988, 'calculated': {'population_percent': 0.003, 'change_from_prior_day': -219, 'seven_day_change_percent': -5.2, 'seven_day_average': 10326}}}, 'on_ventilator': {'currently': {'value': 2721, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 20, 'seven_day_change_percent': -1.8, 'seven_day_average': 2699}}}}, 'death': {'total': {'value': 150316, 'calculated': {'population_percent': 0.0454, 'change_from_prior_day': 1355, 'seven_day_change_percent': 5.2, 'seven_day_average': 147228}}}}",4783801.0,1.4462,52698.0,9.1,64693837,19.5572,816864.0,9.9
215,2020-08-04,56,"{'hospitalized': {'currently': {'value': 53436, 'calculated': {'population_percent': 0.0162, 'change_from_prior_day': -81, 'seven_day_change_percent': -6.6, 'seven_day_average': 55047}}, 'in_icu': {'currently': {'value': 10207, 'calculated': {'population_percent': 0.0031, 'change_from_prior_day': -26, 'seven_day_change_percent': -2.4, 'seven_day_average': 10405}}}, 'on_ventilator': {'currently': {'value': 2701, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 37, 'seven_day_change_percent': -1.7, 'seven_day_average': 2706}}}}, 'death': {'total': {'value': 148961, 'calculated': {'population_percent': 0.045, 'change_from_prior_day': 1241, 'seven_day_change_percent': 5.3, 'seven_day_average': 146173}}}}",4731103.0,1.4302,51198.0,9.5,63876973,19.3103,806693.0,10.2
216,2020-08-03,56,"{'hospitalized': {'currently': {'value': 53517, 'calculated': {'population_percent': 0.0162, 'change_from_prior_day': -589, 'seven_day_change_percent': -9.3, 'seven_day_average': 55582}}, 'in_icu': {'currently': {'value': 10233, 'calculated': {'population_percent': 0.0031, 'change_from_prior_day': -182, 'seven_day_change_percent': -0.9, 'seven_day_average': 10441}}}, 'on_ventilator': {'currently': {'value': 2664, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 19, 'seven_day_change_percent': -2.2, 'seven_day_average': 2713}}}}, 'death': {'total': {'value': 147720, 'calculated': {'population_percent': 0.0447, 'change_from_prior_day': 516, 'seven_day_change_percent': 5.3, 'seven_day_average': 145097}}}}",4679905.0,1.4148,42738.0,9.8,63070280,19.0664,712084.0,10.4
217,2020-08-02,56,"{'hospitalized': {'currently': {'value': 54106, 'calculated': {'population_percent': 0.0164, 'change_from_prior_day': -448, 'seven_day_change_percent': -7.9, 'seven_day_average': 56364}}, 'in_icu': {'currently': {'value': 10415, 'calculated': {'population_percent': 0.0031, 'change_from_prior_day': -35, 'seven_day_change_percent': 0.6, 'seven_day_average': 10455}}}, 'on_ventilator': {'currently': {'value': 2645, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -53, 'seven_day_change_percent': -2.9, 'seven_day_average': 2721}}}}, 'death': {'total': {'value': 147204, 'calculated': {'population_percent': 0.0445, 'change_from_prior_day': 496, 'seven_day_change_percent': 5.7, 'seven_day_average': 144039}}}}",4637167.0,1.4018,53301.0,10.2,62358196,18.8511,790665.0,10.7
218,2020-08-01,56,"{'hospitalized': {'currently': {'value': 54554, 'calculated': {'population_percent': 0.0165, 'change_from_prior_day': -1167, 'seven_day_change_percent': -8.1, 'seven_day_average': 57024}}, 'in_icu': {'currently': {'value': 10450, 'calculated': {'population_percent': 0.0032, 'change_from_prior_day': -23, 'seven_day_change_percent': 0.7, 'seven_day_average': 10446}}}, 'on_ventilator': {'currently': {'value': 2698, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -3, 'seven_day_change_percent': -1.1, 'seven_day_average': 2732}}}}, 'death': {'total': {'value': 146708, 'calculated': {'population_percent': 0.0444, 'change_from_prior_day': 1201, 'seven_day_change_percent': 5.8, 'seven_day_average': 142903}}}}",4583866.0,1.3857,60679.0,10.5,61567531,18.6121,817592.0,10.9
219,2020-07-31,56,"{'hospitalized': {'currently': {'value': 55721, 'calculated': {'population_percent': 0.0168, 'change_from_prior_day': -850, 'seven_day_change_percent': -6.8, 'seven_day_average': 57714}}, 'in_icu': {'currently': {'value': 10473, 'calculated': {'population_percent': 0.0032, 'change_from_prior_day': -46, 'seven_day_change_percent': 0.8, 'seven_day_average': 10436}}}, 'on_ventilator': {'currently': {'value': 2701, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -61, 'seven_day_change_percent': -0.3, 'seven_day_average': 2737}}}}, 'death': {'total': {'value': 145507, 'calculated': {'population_percent': 0.044, 'change_from_prior_day': 1328, 'seven_day_change_percent': 5.7, 'seven_day_average': 141758}}}}",4523187.0,1.3674,67827.0,10.8,60749939,18.3649,988464.0,11.2
220,2020-07-30,56,"{'hospitalized': {'currently': {'value': 56571, 'calculated': {'population_percent': 0.0171, 'change_from_prior_day': -851, 'seven_day_change_percent': -5.5, 'seven_day_average': 58297}}, 'in_icu': {'currently': {'value': 10519, 'calculated': {'population_percent': 0.0032, 'change_from_prior_day': -16, 'seven_day_change_percent': 0.9, 'seven_day_average': 10424}}}, 'on_ventilator': {'currently': {'value': 2762, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -9, 'seven_day_change_percent': 12, 'seven_day_average': 2738}}}}, 'death': {'total': {'value': 144179, 'calculated': {'population_percent': 0.0436, 'change_from_prior_day': 1248, 'seven_day_change_percent': 5.6, 'seven_day_average': 140639}}}}",4455360.0,1.3469,68961.0,11.1,59761475,18.0661,887682.0,11.5
221,2020-07-29,56,"{'hospitalized': {'currently': {'value': 57422, 'calculated': {'population_percent': 0.0174, 'change_from_prior_day': 237, 'seven_day_change_percent': -3.9, 'seven_day_average': 58767}}, 'in_icu': {'currently': {'value': 10535, 'calculated': {'population_percent': 0.0032, 'change_from_prior_day': 72, 'seven_day_change_percent': 0.7, 'seven_day_average': 10410}}}, 'on_ventilator': {'currently': {'value': 2771, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 23, 'seven_day_change_percent': 13.4, 'seven_day_average': 2696}}}}, 'death': {'total': {'value': 142931, 'calculated': {'population_percent': 0.0432, 'change_from_prior_day': 1503, 'seven_day_change_percent': 5.5, 'seven_day_average': 139542}}}}",4386399.0,1.326,64143.0,11.4,58873793,17.7978,908717.0,11.8
222,2020-07-28,56,"{'hospitalized': {'currently': {'value': 57185, 'calculated': {'population_percent': 0.0173, 'change_from_prior_day': -1802, 'seven_day_change_percent': -3.9, 'seven_day_average': 59100}}, 'in_icu': {'currently': {'value': 10463, 'calculated': {'population_percent': 0.0032, 'change_from_prior_day': 135, 'seven_day_change_percent': 55.8, 'seven_day_average': 10399}}}, 'on_ventilator': {'currently': {'value': 2748, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 25, 'seven_day_change_percent': 13.8, 'seven_day_average': 2649}}}}, 'death': {'total': {'value': 141428, 'calculated': {'population_percent': 0.0428, 'change_from_prior_day': 1111, 'seven_day_change_percent': 5.3, 'seven_day_average': 138471}}}}",4322256.0,1.3066,58457.0,11.8,57965076,17.5231,842374.0,12.0
223,2020-07-27,56,"{'hospitalized': {'currently': {'value': 58987, 'calculated': {'population_percent': 0.0178, 'change_from_prior_day': 256, 'seven_day_change_percent': 0.8, 'seven_day_average': 59428}}, 'in_icu': {'currently': {'value': 10328, 'calculated': {'population_percent': 0.0031, 'change_from_prior_day': -25, 'seven_day_change_percent': 57.7, 'seven_day_average': 9864}}}, 'on_ventilator': {'currently': {'value': 2723, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 0, 'seven_day_change_percent': 13.3, 'seven_day_average': 2601}}}}, 'death': {'total': {'value': 140317, 'calculated': {'population_percent': 0.0424, 'change_from_prior_day': 1066, 'seven_day_change_percent': 5.3, 'seven_day_average': 137450}}}}",4263799.0,1.289,54479.0,12.1,57122702,17.2684,768987.0,12.1
224,2020-07-26,56,"{'hospitalized': {'currently': {'value': 58731, 'calculated': {'population_percent': 0.0178, 'change_from_prior_day': -651, 'seven_day_change_percent': 1.2, 'seven_day_average': 59361}}, 'in_icu': {'currently': {'value': 10353, 'calculated': {'population_percent': 0.0031, 'change_from_prior_day': -27, 'seven_day_change_percent': 62.2, 'seven_day_average': 9325}}}, 'on_ventilator': {'currently': {'value': 2723, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': -6, 'seven_day_change_percent': 15.3, 'seven_day_average': 2556}}}}, 'death': {'total': {'value': 139251, 'calculated': {'population_percent': 0.0421, 'change_from_prior_day': 561, 'seven_day_change_percent': 4.8, 'seven_day_average': 136439}}}}",4209320.0,1.2725,60768.0,12.3,56353715,17.0359,859179.0,12.3
225,2020-07-25,56,"{'hospitalized': {'currently': {'value': 59382, 'calculated': {'population_percent': 0.018, 'change_from_prior_day': -418, 'seven_day_change_percent': 2.7, 'seven_day_average': 59264}}, 'in_icu': {'currently': {'value': 10380, 'calculated': {'population_percent': 0.0031, 'change_from_prior_day': -9, 'seven_day_change_percent': 62.3, 'seven_day_average': 8758}}}, 'on_ventilator': {'currently': {'value': 2729, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 20, 'seven_day_change_percent': 16.5, 'seven_day_average': 2504}}}}, 'death': {'total': {'value': 138690, 'calculated': {'population_percent': 0.0419, 'change_from_prior_day': 1014, 'seven_day_change_percent': 4.8, 'seven_day_average': 135527}}}}",4148552.0,1.2541,64845.0,12.6,55494536,16.7762,882389.0,12.3
226,2020-07-24,56,"{'hospitalized': {'currently': {'value': 59800, 'calculated': {'population_percent': 0.0181, 'change_from_prior_day': -60, 'seven_day_change_percent': 3.3, 'seven_day_average': 59041}}, 'in_icu': {'currently': {'value': 10389, 'calculated': {'population_percent': 0.0031, 'change_from_prior_day': -34, 'seven_day_change_percent': 61, 'seven_day_average': 8189}}}, 'on_ventilator': {'currently': {'value': 2709, 'calculated': {'population_percent': 0.0008, 'change_from_prior_day': 242, 'seven_day_change_percent': 15.2, 'seven_day_average': 2449}}}}, 'death': {'total': {'value': 137676, 'calculated': {'population_percent': 0.0416, 'change_from_prior_day': 1175, 'seven_day_change_percent': 4.7, 'seven_day_average': 134619}}}}",4083707.0,1.2345,75061.0,12.8,54612147,16.5095,1007671.0,12.5
227,2020-07-23,56,"{'hospitalized': {'currently': {'value': 59860, 'calculated': {'population_percent': 0.0181, 'change_from_prior_day': 102, 'seven_day_change_percent': 3.9, 'seven_day_average': 58765}}, 'in_icu': {'currently': {'value': 10423, 'calculated': {'population_percent': 0.0032, 'change_from_prior_day': -37, 'seven_day_change_percent': 64.2, 'seven_day_average': 7626}}}, 'on_ventilator': {'currently': {'value': 2467, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 23, 'seven_day_change_percent': 6.6, 'seven_day_average': 2398}}}}, 'death': {'total': {'value': 136501, 'calculated': {'population_percent': 0.0413, 'change_from_prior_day': 1070, 'seven_day_change_percent': 4.6, 'seven_day_average': 133731}}}}",4008646.0,1.2118,71436.0,13.2,53604476,16.2048,929251.0,12.6
228,2020-07-22,56,"{'hospitalized': {'currently': {'value': 59758, 'calculated': {'population_percent': 0.0181, 'change_from_prior_day': 282, 'seven_day_change_percent': 6.1, 'seven_day_average': 58443}}, 'in_icu': {'currently': {'value': 10460, 'calculated': {'population_percent': 0.0032, 'change_from_prior_day': 3743, 'seven_day_change_percent': 65.3, 'seven_day_average': 7044}}}, 'on_ventilator': {'currently': {'value': 2444, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 30, 'seven_day_change_percent': 5.3, 'seven_day_average': 2376}}}}, 'death': {'total': {'value': 135431, 'calculated': {'population_percent': 0.0409, 'change_from_prior_day': 1149, 'seven_day_change_percent': 4.5, 'seven_day_average': 132877}}}}",3937210.0,1.1902,69422.0,13.4,52675225,15.9239,901870.0,12.9
229,2020-07-21,56,"{'hospitalized': {'currently': {'value': 59476, 'calculated': {'population_percent': 0.018, 'change_from_prior_day': 958, 'seven_day_change_percent': 6.8, 'seven_day_average': 57954}}, 'in_icu': {'currently': {'value': 6717, 'calculated': {'population_percent': 0.002, 'change_from_prior_day': 166, 'seven_day_change_percent': 7.7, 'seven_day_average': 6454}}}, 'on_ventilator': {'currently': {'value': 2414, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 11, 'seven_day_change_percent': 6.7, 'seven_day_average': 2359}}}}, 'death': {'total': {'value': 134282, 'calculated': {'population_percent': 0.0406, 'change_from_prior_day': 1041, 'seven_day_change_percent': 4.3, 'seven_day_average': 132042}}}}",3867788.0,1.1692,62920.0,13.7,51773355,15.6513,833566.0,13.2
230,2020-07-20,56,"{'hospitalized': {'currently': {'value': 58518, 'calculated': {'population_percent': 0.0177, 'change_from_prior_day': 466, 'seven_day_change_percent': 8.1, 'seven_day_average': 57412}}, 'in_icu': {'currently': {'value': 6551, 'calculated': {'population_percent': 0.002, 'change_from_prior_day': 167, 'seven_day_change_percent': 8, 'seven_day_average': 6385}}}, 'on_ventilator': {'currently': {'value': 2403, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 41, 'seven_day_change_percent': 6.6, 'seven_day_average': 2337}}}}, 'death': {'total': {'value': 133241, 'calculated': {'population_percent': 0.0403, 'change_from_prior_day': 376, 'seven_day_change_percent': 4.1, 'seven_day_average': 131247}}}}",3804868.0,1.1502,56663.0,13.8,50939789,15.3993,737209.0,13.4
231,2020-07-19,56,"{'hospitalized': {'currently': {'value': 58052, 'calculated': {'population_percent': 0.0175, 'change_from_prior_day': 230, 'seven_day_change_percent': 9.8, 'seven_day_average': 56783}}, 'in_icu': {'currently': {'value': 6384, 'calculated': {'population_percent': 0.0019, 'change_from_prior_day': -13, 'seven_day_change_percent': 7.7, 'seven_day_average': 6316}}}, 'on_ventilator': {'currently': {'value': 2362, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 19, 'seven_day_change_percent': 8.2, 'seven_day_average': 2316}}}}, 'death': {'total': {'value': 132865, 'calculated': {'population_percent': 0.0402, 'change_from_prior_day': 527, 'seven_day_change_percent': 4.1, 'seven_day_average': 130495}}}}",3748205.0,1.1331,64230.0,14.0,50202580,15.1764,789513.0,13.7
232,2020-07-18,56,"{'hospitalized': {'currently': {'value': 57822, 'calculated': {'population_percent': 0.0175, 'change_from_prior_day': -49, 'seven_day_change_percent': 11.2, 'seven_day_average': 56042}}, 'in_icu': {'currently': {'value': 6397, 'calculated': {'population_percent': 0.0019, 'change_from_prior_day': -54, 'seven_day_change_percent': 7.7, 'seven_day_average': 6251}}}, 'on_ventilator': {'currently': {'value': 2343, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': -9, 'seven_day_change_percent': 8, 'seven_day_average': 2290}}}}, 'death': {'total': {'value': 132338, 'calculated': {'population_percent': 0.04, 'change_from_prior_day': 876, 'seven_day_change_percent': 4.1, 'seven_day_average': 129750}}}}",3683975.0,1.1137,64750.0,14.2,49413067,14.9378,869668.0,14.0
233,2020-07-17,56,"{'hospitalized': {'currently': {'value': 57871, 'calculated': {'population_percent': 0.0175, 'change_from_prior_day': 269, 'seven_day_change_percent': 11.9, 'seven_day_average': 55207}}, 'in_icu': {'currently': {'value': 6451, 'calculated': {'population_percent': 0.002, 'change_from_prior_day': 102, 'seven_day_change_percent': 9.4, 'seven_day_average': 6185}}}, 'on_ventilator': {'currently': {'value': 2352, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 38, 'seven_day_change_percent': 7.3, 'seven_day_average': 2265}}}}, 'death': {'total': {'value': 131462, 'calculated': {'population_percent': 0.0397, 'change_from_prior_day': 939, 'seven_day_change_percent': 4, 'seven_day_average': 129013}}}}",3619225.0,1.0941,76524.0,14.4,48543399,14.6749,943532.0,14.2
234,2020-07-16,56,"{'hospitalized': {'currently': {'value': 57602, 'calculated': {'population_percent': 0.0174, 'change_from_prior_day': 1262, 'seven_day_change_percent': 30.8, 'seven_day_average': 54329}}, 'in_icu': {'currently': {'value': 6349, 'calculated': {'population_percent': 0.0019, 'change_from_prior_day': 21, 'seven_day_change_percent': 8.7, 'seven_day_average': 6107}}}, 'on_ventilator': {'currently': {'value': 2314, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': -8, 'seven_day_change_percent': 8.7, 'seven_day_average': 2242}}}}, 'death': {'total': {'value': 130523, 'calculated': {'population_percent': 0.0395, 'change_from_prior_day': 941, 'seven_day_change_percent': 3.9, 'seven_day_average': 128293}}}}",3542701.0,1.071,70489.0,14.4,47599867,14.3896,948000.0,14.4
235,2020-07-15,56,"{'hospitalized': {'currently': {'value': 56340, 'calculated': {'population_percent': 0.017, 'change_from_prior_day': 662, 'seven_day_change_percent': 30.4, 'seven_day_average': 52393}}, 'in_icu': {'currently': {'value': 6328, 'calculated': {'population_percent': 0.0019, 'change_from_prior_day': 90, 'seven_day_change_percent': 7.8, 'seven_day_average': 6034}}}, 'on_ventilator': {'currently': {'value': 2322, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 59, 'seven_day_change_percent': 7.2, 'seven_day_average': 2216}}}}, 'death': {'total': {'value': 129582, 'calculated': {'population_percent': 0.0392, 'change_from_prior_day': 863, 'seven_day_change_percent': 3.9, 'seven_day_average': 127587}}}}",3472212.0,1.0497,69373.0,14.3,46651867,14.103,913964.0,14.5
236,2020-07-14,56,"{'hospitalized': {'currently': {'value': 55678, 'calculated': {'population_percent': 0.0168, 'change_from_prior_day': 1560, 'seven_day_change_percent': 32.7, 'seven_day_average': 50517}}, 'in_icu': {'currently': {'value': 6238, 'calculated': {'population_percent': 0.0019, 'change_from_prior_day': 175, 'seven_day_change_percent': 6.9, 'seven_day_average': 5969}}}, 'on_ventilator': {'currently': {'value': 2263, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 9, 'seven_day_change_percent': 7.7, 'seven_day_average': 2194}}}}, 'death': {'total': {'value': 128719, 'calculated': {'population_percent': 0.0389, 'change_from_prior_day': 741, 'seven_day_change_percent': 3.9, 'seven_day_average': 126893}}}}",3402839.0,1.0287,58609.0,14.4,45737903,13.8267,835205.0,14.4
237,2020-07-13,56,"{'hospitalized': {'currently': {'value': 54118, 'calculated': {'population_percent': 0.0164, 'change_from_prior_day': 1258, 'seven_day_change_percent': 35.4, 'seven_day_average': 48556}}, 'in_icu': {'currently': {'value': 6063, 'calculated': {'population_percent': 0.0018, 'change_from_prior_day': 133, 'seven_day_change_percent': 6.8, 'seven_day_average': 5912}}}, 'on_ventilator': {'currently': {'value': 2254, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 72, 'seven_day_change_percent': 7.1, 'seven_day_average': 2171}}}}, 'death': {'total': {'value': 127978, 'calculated': {'population_percent': 0.0387, 'change_from_prior_day': 329, 'seven_day_change_percent': 4.1, 'seven_day_average': 126204}}}}",3344230.0,1.011,57160.0,14.4,44902698,13.5743,764696.0,14.5
238,2020-07-12,56,"{'hospitalized': {'currently': {'value': 52860, 'calculated': {'population_percent': 0.016, 'change_from_prior_day': 878, 'seven_day_change_percent': 36, 'seven_day_average': 46533}}, 'in_icu': {'currently': {'value': 5930, 'calculated': {'population_percent': 0.0018, 'change_from_prior_day': -9, 'seven_day_change_percent': 4.9, 'seven_day_average': 5857}}}, 'on_ventilator': {'currently': {'value': 2182, 'calculated': {'population_percent': 0.0007, 'change_from_prior_day': 13, 'seven_day_change_percent': 4.9, 'seven_day_average': 2149}}}}, 'death': {'total': {'value': 127649, 'calculated': {'population_percent': 0.0386, 'change_from_prior_day': 472, 'seven_day_change_percent': 4, 'seven_day_average': 125493}}}}",3287070.0,0.9937,61605.0,14.1,44138002,13.3431,796940.0,14.4
